id,nombre,codigo_nif,localidad,trabajadores,roe,roa,valor_agregado,ingresos_explotacion_empleado,ingresos_explotacion,resultado_ejercicio,total_activo,valoracion,n_valoraciones,esta_trip,total_visits_similar,ratio_resenas_visitas,valoracion_ponderada,stem_zon_de_lectur,stem_curs_de_cocin,stem_solarium,stem_intang,stem_gimnasi,stem_enovisit,stem_piscin,stem_alquil,stem_hospedaj,stem_indic_geograf_proteg,stem_festival,stem_interior,stem_sombrill,stem_jardin,stem_decor,stem_lectur,stem_dop,stem_suit,stem_hotel,stem_huesp,stem_estanci,stem_comedor,stem_bibliotec,stem_masaj,stem_igp,stem_menus,stem_rehabilit,stem_curs,stem_play,stem_zon_comun
690,VINICOLA RIOJANA DE ALCANADRE S.COOP.,F26006940,ALCANADRE,13,-7.789,0.414,649.53259,162.950653,2118.358489,6.10936,5309.04485,5,190,0,6000,0.03166666666666667,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3435,VIÑA VALDEMAZON SL,B47566872,OLIVARES DE DUERO,1,-6.09,-3.982,-0.50454,13.78178,13.78178,-19.63305,537.23687,4.8,23,0,NA,NA,0.20869565217391303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,PAZO PONDAL SLU,B61759387,ARBO,10,1.702,1.91,376.77882,121.161227,1211.61227,63.39528,5931.101,4.8,18,0,2400,0.0075,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,3,0,0,0,0,0,0,0,0,1,0,0
2772,BODEGAS DE LOS INFANTES DE ORLEANS BORBON SAE,A11000841,SANLUCAR DE BARRAMEDA,1,9.319,-11.268,-5.26583,79.82029,79.82029,-39.56667,355.96293,NA,NA,0,387,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1910,ORTO VINS MASROIG SOCIEDAD LIMITADA.,B43957752,EL MASROIG,2,3.884,2.695,71.5183,150.02502,300.05004,7.34483,354.82055,4.4,10,0,9000,0.0011111111111111111,0.44000000000000006,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,125,0,0,0,0,2,0,0,0,0
1692,JOSE PAEZ MORILLA VINIARCOS SA,A11626470,JEREZ DE LA FRONTERA,3,9.966,8.024,204.58344,132.21953,396.65859,75.55584,957.86208,NA,NA,0,5500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1403,VINEDOS DE SAN MARTIN S.L.,B82532375,MADRID,6,6.579,-5.156,139.67375,104.076191,624.45715,-73.43811,1412.07605,NA,NA,0,6300,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,BODEGAS SAUCI SL,B21346226,BOLLULLOS PAR DEL CONDADO,3,0.536,0.689,58.6102,45.721183,137.16355,5.38178,1121.32367,4.7,81,0,2700,0.03,0.058024691358024696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,3,0,0,0,0,0,0,0,7,0
2895,VIÑAZARES SOCIEDAD LIMITADA.,B73736589,MORATALLA,2,9.108,6.464,97.58274,31.150225,62.30045,27.12913,587.72112,4.9,24,0,3300,0.007272727272727273,0.2041666666666667,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0
884,BODEGAS GERARDO MENDEZ SL,B36459196,MEAÑO,5,14.63,9.41,531.05736,350.968312,1532.7235,183.66272,2643.84341,4.8,36,0,2300,0.01565217391304348,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,BODEGAS HONORATO CALLEJA SL.,B47755079,AMUSQUILLO,2,31.851,13.808,35.66864,135.95091,100.79552,21.81405,215.44996,4.9,29,0,NA,NA,0.16896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,ENOLOGICA WAMBA SL,B09443169,PAMPLIEGA,2,-14.95,1.485,14.77998,69.266777,74.16742,3.99152,510.00914,4.9,106,0,3600,0.029444444444444443,0.046226415094339626,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,3,0,0
366,BODEGUES MACIA BATLE SL,B07333545,SANTA MARIA DEL CAMI,48,-0.28,0.663,1864.526319,91.62372,4397.9386,-6.96749,9029.23811,4.7,385,1,10600,0.03632075471698113,0.012207792207792209,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,51,0,0,6,0,1,0,0,1,0,0,0,0,0,0
1161,VIÑEDOS REAL RUBIO SL,B26376772,ALDEANUEVA DE EBRO,4,2.005,1.519,252.289659,230.833952,923.33581,9.89139,2677.91086,4.8,44,0,3100,0.014193548387096775,0.10909090909090909,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
839,BODEGAS LUIS PEREZ SL.,B11631033,JEREZ DE LA FRONTERA,25,3.496,2.784,998.72046,66.173568,1654.33922,94.173209,4490.65774,4.8,110,1,3200,0.034375,0.04363636363636363,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,MONT REAGA SL,B16211781,MONREAL DEL LLANO,5,-6.786,-5.892,48.33961,53.713136,268.56568,-131.76303,2978.14271,4.8,75,1,4500,0.016666666666666666,0.064,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0
1579,MAS BLANCH I JOVE SL,B25444142,LA POBLA DE CERVOLES,6,1.284,1.242,251.774339,77.985513,467.913079,17.58494,1964.89871,4.7,109,1,8600,0.012674418604651162,0.043119266055045874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0
1669,BERROJA SL,B95111670,BILBAO,7,-0.08,0.69,111.38037,58.32255,408.25785,-0.46062,850.58263,4.7,87,1,2100,0.041428571428571426,0.054022988505747126,0,0,0,0,0,0,0,4,0,0,0,4,5,2,0,0,0,0,0,0,4,0,0,0,0,10,0,2,2,1
1004,BODEGAS CENTRO ESPAÑOLAS SA,A13154927,TOMELLOSO,10,0.106,0.648,451.2393,122.978397,1229.78397,1.002229,3058.85606,4.7,17,0,952,0.017857142857142856,0.27647058823529413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0
545,BODEGAS VEGAMAR SL,B96910971,CALLES,13,0.493,0.962,804.16944,216.722943,2817.39827,20.402449,9245.19403,4.8,44,0,21200,0.0020754716981132076,0.10909090909090909,0,0,0,0,0,0,0,0,3,0,0,7,0,0,10,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0
1929,CARBALLAL DE SANDE S.L.,B36496180,ARBO,6,7.764,3.109,119.48194,48.699523,292.19714,17.23471,783.61902,4.8,5,0,396,0.012626262626262626,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,SELECCION DE TORRES SL,B47537840,FOMPEDRAZA,16,1.848,1.401,1717.008979,605.057598,9680.921579,251.85788,19722.36067,4,16,0,56600,2.826855123674912e-4,0.25,0,0,0,1,0,0,0,16,3,0,0,60,0,38,9,15,2,3,12,3,86,4,0,69,0,8,0,17,0,1
966,QUINTA SARDONIA SL,B47417811,SARDON DE DUERO,8,11.65,6.503,600.06452,166.678631,1333.429049,183.77119,4145.70291,4.8,44,1,11600,0.003793103448275862,0.10909090909090909,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,4,0,0,0,0,0,0,6,0,0,0,0,1,0,0
1240,VIÑA MAMBRILLA SL,B09365883,MAMBRILLA DE CASTREJON,2,6.629,5.892,344.17734,408.82488,817.64976,127.33522,2816.53179,4.9,37,0,2700,0.013703703703703704,0.13243243243243244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0
2144,BODEGAS AZPEA SL,B31897994,LUMBIER,2,12.915,7.639,81.52735,105.97711,211.95422,12.06178,186.9563,4.6,186,0,2400,0.0775,0.024731182795698924,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0
757,BODEGAS OLIVEROS SOCIEDAD LIMITADA.,B21501176,BOLLULLOS PAR DEL CONDADO,8,18.936,9.846,367.16476,235.438898,1883.51119,103.32198,1515.77243,4.4,100,1,5000,0.02,0.044000000000000004,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,GARGALO SL,B81004053,VERIN,3,1.508,1.479,163.27407,220.979076,662.93723,39.34592,2859.17312,4.7,40,0,2600,0.015384615384615385,0.11750000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,MAS LLUNES VINYES I CELLERS SL,B17627464,GARRIGUELLA,17,8.689,6.799,796.23899,84.976397,1444.598759,153.84129,3114.91218,4.9,381,0,1200,0.3175,0.012860892388451445,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,101,0,0,0,4,55,0,0,309,0,0,0,1,10,0
1774,BODEGAS Y VIÑEDOS MORAL SL,B26348664,ARENZANA DE ABAJO,1,-8.502,-2.85,25.248681,354.57023,354.57023,-36.541879,927.63115,4,4,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1790,FINCA LA BLANCA SL,B45387032,LA PUEBLA DE ALMORADIEL,5,2.325,0.382,105.13225,69.906714,349.53357,5.32201,1387.65167,NA,NA,0,548,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,BODEGAS MANILVA SL.,B93559995,MANILVA,2,-2.084,-2.061,0.46399,137.648929,9.63945,-1.42556,69.15822,4.8,20,0,452,0.04424778761061947,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3060,BODEGAS PASTRANA SL,B49256142,ZAMORA,1,1.158,1.338,31.91648,44.51705,44.51705,3.45866,520.84257,4.5,41,0,854,0.04800936768149883,0.10975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,VIÑA ALBALI RESERVAS SA,A13015672,VALDEPEÑAS,1,1.092,0.998,58.34593,59.48004,59.48004,1.91524,255.80827,NA,NA,0,38400,NA,NA,0,0,0,0,0,0,0,2,0,2,1,15,0,16,8,10,0,2,0,0,3,0,0,0,11,5,0,11,0,0
569,BODEGAS LANGA HERMANOS SL,B50069616,CALATAYUD,7,8.611,8.205,1245.83932,388.538885,2719.772199,452.56891,7651.15124,4.4,44,0,10500,0.004190476190476191,0.1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,10,5,0,0,0,2,0,0,0,0,0,0,0,0,0
664,BODEGAS RAMIREZ SL,B48109706,ETXEBARRI,16,5.039,4.263,914.21148,140.625065,2250.00105,162.050419,4538.7913,NA,NA,0,4200,NA,NA,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,BODEGA MAGALARTE ZAMUDIO SOCIEDAD LIMITADA.,B95633632,ZAMUDIO,2,12.611,7.318,86.219239,141.658235,283.31647,25.92721,419.53326,4.9,43,0,1200,0.035833333333333335,0.11395348837209303,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0,1,0,7,1,0,0,0,0,0,0,17,0
386,FINCA MUSEUM SL,B01372796,OYON-OION,12,6.313,2.399,1229.15263,348.96091,4187.53092,161.64476,8958.93788,NA,NA,0,1500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
317,"CASA ROJO BODEGA Y VIÑEDOS, SOCIEDAD LIMITADA.",B30874705,JUMILLA,18,23.654,7.634,2454.96386,291.739795,5251.31632,736.86696,14043.98144,4.6,88,0,13200,0.006666666666666667,0.05227272727272727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0
1001,BODEGAS PASCUAL SA,A78431251,FUENTELCESPED,6,2.873,1.22,341.29425,206.8219,1240.9314,28.75766,2564.05013,4.8,20,1,3700,0.005405405405405406,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2097,LLEURE OLESA SL,B60524220,OLESA DE BONESVALLS,2,1.503,0.869,99.996379,111.934694,223.869389,2.40433,335.22053,NA,NA,0,3000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,87,0,0,0,0,337,6,0,552,0,0,0,0,0,0
216,GRUPO VINICOLA MARQUES DE VARGAS SL,B26114868,LOGROÑO,30,1.466,1.699,3510.62979,257.353407,7720.60221,311.44733,35710.89944,4.6,89,1,8900,0.01,0.051685393258426963,0,0,0,0,0,0,0,6,1,0,0,0,0,30,1,16,0,0,2,0,1,0,0,0,0,0,0,1,0,0
1201,MAIOR DE MENDOZA SL,B36037349,VILAGARCIA DE AROUSA,5,3.216,1.581,182.79911,172.855276,864.27638,6.70532,675.46825,4.7,57,0,1200,0.0475,0.0824561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,R M RIOJA SL,B26261081,LAGUARDIA,12,5.945,2.543,719.22884,298.31014,3579.72169,48.82162,5184.2959,NA,NA,0,6800,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1849,ADEGA LAUREATUS SL.,B94087491,MEIS,1,6.565,4.95,122.8227,322.15981,322.15981,38.14962,1053.73029,4.8,46,1,2600,0.01769230769230769,0.10434782608695652,0,0,0,0,0,0,0,0,1,0,3,11,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,GRUPO DE BODEGAS VINARTIS SA,A83652040,VALDEPEÑAS,47,2.046,0.657,4439.761,162.758148,7649.633,213.516,42329.39,NA,NA,0,59800,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,PAGOS DEL MONCAYO SOCIEDAD LIMITADA,B99092272,VERA DE MONCAYO,3,-17.163,-8.938,59.7073,86.481173,259.44352,-52.315729,737.29328,NA,NA,0,3200,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,BODEGAS FELIX SANZ SL,B47378864,RUEDA,5,0.134,0.169,242.11958,127.101426,635.50713,2.075399,3335.36977,4.3,9,0,7100,0.0012676056338028169,0.47777777777777775,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,6,0,0,0,0,0,19,0,0,2,0,0
1098,CELLER VALL LLACH SL,B43743475,PORRERA,16,15.04,4.816,645.59081,63.372401,1013.958429,87.78733,3476.59758,3.9,135,0,5400,0.025,0.028888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,111,0,0,62,0,0,0,0,0,0
2569,BODEGAS LAS ERRES SOCIEDAD LIMITADA.,B26504407,FUENMAYOR,1,7.76,6.89,51.51848,316.832853,111.34231,28.3015,546.60712,4.8,4,0,255,0.01568627450980392,1.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2967,CLOS L'ASENTIU SL,B43996107,PORRERA,2,7.426,6.36,14.09201,198.19697,53.67594,10.74693,218.00715,NA,NA,0,5400,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,111,0,0,62,0,0,0,0,0,0
1383,BODEGAS Y VIÑEDOS VEGA DE YUSO SL,B47503040,QUINTANILLA DE ONESIMO,4,10.541,6.625,237.05685,160.323637,641.29455,64.46656,1260.54874,4.6,31,0,2700,0.011481481481481481,0.14838709677419354,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0
1897,MAS BERTRAN VITICULTORS SL,B63756217,SANT MARTI SARROCA,3,0.193,2.586,149.99788,101.144723,303.43417,1.10626,954.4756,4.6,39,0,3200,0.0121875,0.11794871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,54,0,107,427,0,0,0,12,0,0
676,FERMI BOHIGAS SA,A58057563,ODENA,14,3.572,1.98,744.762909,157.962599,2211.476399,28.897869,4708.16277,4.7,13,0,7700,0.0016883116883116883,0.36153846153846153,0,0,0,0,0,0,0,3,0,0,5,11,0,9,0,6,0,2,2,1,73,15,0,3099,0,3,0,0,0,0
1025,CELLERS DE CAN SURIOL DEL CASTELL S.L.,B61010849,FONT-RUBI,5,14.609,1.396,200.86384,236.188691,1180.94346,26.76711,2575.87027,4.5,100,0,474,0.2109704641350211,0.045,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,83,0,2,2,0,79,10,0,49,0,1,6,8,3,0
2904,SON AMARET SL,B57325649,PALMA,1,-11.607,-3.404,-74.248799,308.449537,61.27937,-119.973299,3071.89527,NA,NA,0,2800,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,159,0,0,0,42,4,0,0,0,0,0,0,2,9,0
1568,MASIA SERRA SL,B17561226,FIGUERES,5,6.719,4.339,218.2905,95.070404,475.352019,15.8942,651.33907,4.8,166,1,4500,0.03688888888888889,0.028915662650602407,0,0,0,0,0,0,31,0,1,0,0,36,0,10,2,41,0,9,0,1,399,4,3,272,0,440,0,0,0,0
1031,BODEGAS PACO GARCIA SOCIEDAD LIMITADA.,B26319228,MURILLO DE RIO LEZA,9,0.855,0.642,411.812589,129.483129,1165.34817,27.321359,3803.21129,4.8,59,0,2800,0.02107142857142857,0.08135593220338982,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
341,BODEGAS ALTOS DE TORONA SOCIEDAD ANONIMA.,A36373058,O ROSAL,12,-1.942,-0.611,608.74646,393.1191,4717.4292,-48.27106,9201.13571,4.9,20,0,3500,0.005714285714285714,0.24500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,73,0,0,0,0,0,0,0,0,0
301,VIÑEDOS Y BODEGAS GARCIA FIGUERO SL,B09380965,LA HORRA,22,28.113,14.165,3071.79746,253.928121,5586.41867,1115.61375,10056.70762,4.8,78,0,1400,0.055714285714285716,0.061538461538461535,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,18,0,0
299,"BODEGAS ALTANZA, SA",A26277269,FUENMAYOR,23,1.613,1.821,2152,243.47826,5600,184,24871,4.9,166,1,23400,0.007094017094017094,0.02951807228915663,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,47,0,0,0,0,4,1,0,0,0,0,0,0,0,0
820,VIÑA DE GAITANEJOS SOCIEDAD LIMITADA,B13322011,ANEJO DE LAS CASAS,27,-5.216,-10.331,587.29898,62.654281,1691.6656,-291.46806,7738.04887,NA,NA,0,9600,NA,NA,0,0,0,0,0,0,11,0,0,0,0,1,0,12,10,0,0,20,57,4,20,0,0,0,0,14,0,1,0,0
2162,ROS MARINA VITICULTORS SL.,B63722342,FONT-RUBI,1,12.986,1.917,68.697569,205.696,205.696,6.5847,457.74993,5,7,0,530,0.013207547169811321,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25,0,0,55,0,0,0,0,0,0
1466,BODEGAS DOMECO DE JARAUTA SL,B26365056,ALDEANUEVA DE EBRO,4,-40.285,-4.383,79.34485,136.421965,545.68786,-95.34454,2857.09091,4.6,40,0,2600,0.015384615384615385,0.11499999999999999,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1367,2004 B. A. S. BODEGAS SL.,B45547395,NOBLEJAS,3,37.809,13.047,83.18061,217.61999,652.85997,15.018949,168.94155,NA,NA,0,7400,NA,NA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,11,0
1741,ESTEBAN CASTEJON SL,B50591866,IBDES,2,1.48,1.651,110.51959,186.23236,372.46472,4.14246,677.35323,4.7,97,1,1200,0.08083333333333333,0.04845360824742268,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,BODEGAS CASA PRIMICIA SA,A01032564,LAGUARDIA,20,1.425,1.234,1260.2402,132.100138,2642.00277,93.77079,12136.72099,NA,NA,0,7400,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,1,0,6,0,0,0,0,0,1,1,153,0
954,BODEGAS HIJOS DE MARCOS GOMEZ SL,B47297452,MUCIENTES,5,35.727,14.398,613.792429,273.052974,1365.26487,245.937639,2367.72461,NA,NA,0,769,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,0,0,0,0,4,0,0,0,0
614,EXPLOTACIONES HERMANOS DELGADO SL,B13233192,SOCUELLAMOS,34,0.516,0.598,1150.57783,72.262723,2456.93261,9.65364,8675.56702,4.7,68,0,8000,0.0085,0.06911764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,BODEGA OBALO SL,B15896004,A CORUÑA,5,-19.029,-10.422,-88.217,128.2226,641.113,-348.148,4542.287,NA,NA,0,5000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,0,1,0,0,0,0,0,0,0,3,0,5,0,0
1851,VINICOLA VALMADRIGAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,B24470965,CASTROTIERRA DE VALMADRIGAL,3,7.083,1.96,96.87051,107.314029,321.942089,5.92753,540.73891,4.5,86,0,193,0.44559585492227977,0.05232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,BODEGAS HERMANOS PECIÑA SL,B26205716,SAN VICENTE DE LA SONSIERRA,10,4.205,2.73,483.225129,77.710775,777.10775,40.75087,3196.41436,4.8,48,1,2700,0.017777777777777778,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,193,0,0,0,0,0,2,0,0
2609,BODEGAS CANTAMORA SL,B47575220,PESQUERA DE DUERO,9,3.052,1.822,30.30055,126.341175,105.49583,5.28366,393.44477,4.9,45,0,NA,NA,0.1088888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,PAZO DE RUBIANES SL.,B94162617,VILAGARCIA DE AROUSA,15,59.171,14.838,528.74515,70.934269,1064.01404,107.86372,1178.14911,4.5,508,1,13500,0.03762962962962963,0.008858267716535433,0,0,0,0,0,0,0,0,0,0,43,26,0,1091,17,291,1,0,1,3,14,0,16,34,2,3,1,6,0,0
2045,DESCALZOS VIEJOS SL,B92115252,RONDA,5,7.409,1.347,128.95873,49.04499,245.22495,5.41729,1034.07242,4.7,158,0,5100,0.030980392156862744,0.029746835443037977,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,PADRO I FAMILIA SOCIEDAD LIMITADA.,B61251781,BRAFIM,14,18.149,5.961,525.90652,158.62725,2220.78151,45.297789,1135.50141,NA,NA,0,21600,NA,NA,0,0,0,0,0,0,0,0,0,0,21,4,0,6,56,225,0,0,29,3,126,0,0,3,0,4,0,5,2,0
967,VIÑEDOS Y BODEGAS PITTACUM SL,B24402430,ARGANZA,7,6.698,5.055,546.12736,190.346917,1332.42842,139.12438,4222.35301,4.8,106,1,11600,0.009137931034482759,0.045283018867924525,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,4,0,0,0,0,0,0,6,0,0,0,0,1,0,0
2277,CAL GASSET SOCIEDAD LIMITADA.,B55510911,SOLIVELLA,2,16.419,15.227,87.021819,89.03407,178.06814,26.333659,224.0706,4.1,10,0,2700,0.003703703703703704,0.41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,3,0,2,31,13,0,0,0,2,0,0,0,0
2256,CELLER JOAN SIMO SOCIEDAD LIMITADA.,B43575554,PORRERA,1,0.546,2.181,65.884149,169.291488,181.74848,0.54603,483.25246,4,5,0,1300,0.0038461538461538464,0.8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,45,0,1,0,0,86,0,0,2,0,0,0,0,0,0
2576,LA PLANETA COMALATS SL,B25680455,MONTOLIU DE SEGARRA,1,22.841,17.704,93.134989,110.389629,110.389629,50.3997,390.52702,4.9,20,0,2600,0.007692307692307693,0.24500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0
267,BODEGAS LUIS GURPEGUI MUGA SA,A31561293,AZAGRA,11,0.672,0.903,838.33205,551.712799,6068.84079,54.54932,15237.8137,NA,NA,0,8700,NA,NA,0,0,0,0,0,0,1,1,1,0,0,3,2,0,0,80,0,4,0,0,4,0,0,0,0,0,2,11,0,0
1636,DOMINIO DE NOBLEZA SL,B26018408,FUENMAYOR,6,-0.929,-0.56,163.46183,71.257241,427.54345,-16.001269,3805.15128,NA,NA,0,1400,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,3,0,3,0,0
572,BODEGAS EL GATO SL,B11491792,ROTA,21,6.903,2.88,718.92033,129.024516,2709.51485,37.666729,1800.22501,4.5,606,0,3500,0.17314285714285715,0.007425742574257425,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,2,0
1600,BODEGAS Y VIÑEDOS ALILIAN SL.,B47716253,PEÑAFIEL,6,-17.562,-4.03,32.79346,76.010916,456.0655,-117.910959,3575.6737,NA,NA,0,2300,NA,NA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,BOSQUE DE MATASNOS SA.,A28546067,MADRID,15,14.105,6.939,1074.55595,169.291488,3235.7967,341.931399,6718.20582,NA,NA,0,2600,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,273,0,4,0,0,0,0,2,0,0,120,0
1194,BODEGAS DE EL MUNI SOCIEDAD LIMITADA.,B82310442,MADRID,6,3.992,1.445,322.3937,144.362083,866.1725,9.1753,1377.82123,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,BADMAN WINES SL.,B93668515,RONDA,9,1.476,1.338,43.9307,8.024,86.97616,0.73049,103.61955,5,21,0,1200,0.0175,0.23809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
